Product_category,Description,Price,Image
Vacuum cleaner,Deluxe Vacuum Cleaner Wf-104,"10,191",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/1/c/1c3d6bf585c1cc4a273d3cd4f55ba91d_5.jpg
Vacuum cleaner,Black And Decker High Pressure Washer 1400W,"17,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/1/51a22c3921bca1fd9782e2b8a37387ff_6.jpg
Vacuum cleaner,Deluxe Vacuum Cleaner Wf-241,"20,213",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/e/6/e65d086810bdc59dcadc50a9835b48c2_4.jpg
Vacuum cleaner,High Power Portable Car Vacuum Cleaner Travel Handheld Portable 12V Dc,998,https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/a/7/a745b374671a7ed142293d516b34b766_5.jpg
Vacuum cleaner,Sinbo Premium Vacuum Cleaner Sdv-9960,"13,555",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/e/4/e480d79b13511255aa1d165bd312dee8_3.jpg
Vacuum cleaner,Sinbo Vacuum Cleaner Svc-3476,"8,500",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/0/4/04f242452f2150889f8ea7face403ea9.jpg
Vacuum cleaner,Vacuum Cleaner Cg523 With Warranty,"19,681",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/a/4/a46a6891b7c59d09f9a940bbbe12442e_2.jpg
Vacuum cleaner,Pack Of 40 Pegs Multicolour,420,https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/8/a/8a71c4500d90458e65521bb1ae3d6252_2.jpg
Vacuum cleaner,Vacuum Cleaner Cg521 With Warranty,"17,979",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/0/8/08c0bbea61f1c1978a4b9c8351b6252a_2.jpg
Vacuum cleaner,Ingco Yellow Aspirator Blower Ingco 400W,"2,699",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/0/501517fac97e13eea69b77a2442df117_4.jpg
Vacuum cleaner,Vacuum Cleaner Cl575 With Warranty,"20,745",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/5/95a3244012eda89f38dc8c4f800180d9_2.jpg
Vacuum cleaner,Portable Car Vacuum Cleaner,950,https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/c/4/c494dc7d6d9ccb14972a991343b8937c_1.jpg
Vacuum cleaner,Tolsen Industrial Grade Blower Dust Cleaner Variable Speed (600W),"4,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/8/2/82f4a207a87afd59b6f274e2d8b1d8a3.jpg
Vacuum cleaner,Vacuum Cleaner Yl631 With Warranty,"21,064",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/e/9e46a991dff15f5a3f4f7bb685873733_2.jpg
Vacuum cleaner,Deluxe Multi Cyclone Vacuum Cleaner Wf-238,"13,241",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/8/9809494553d493921d9e68441191ec58_5.jpg
Vacuum cleaner,Prescott Industrial 2 In 1 Electric Blower Dust Cleaner 400W Fiber Body,"2,599",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/d/0/d0bf9558b893fbb4a92e81afdd8c9673_2.jpg
Vacuum cleaner,Vacuum Cleaner Yl633 With Warranty,"24,362",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/e/7/e7e8c2e8df4280950c514eb6028f317f_2.jpg
Vacuum cleaner,Drum Vacuum Cleaner Wf-105,"22,635",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/8/1/818d1ffb43f417ecc05eadd10a0da902_5.jpg
Vacuum cleaner,Tolsen Aspirator Blower 400W Orange Black,"2,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/a/5a3bc3e5c18b43c9f70ce6908b988338.jpg
Vacuum cleaner,Drum Vacuum Cleaner Wf-960,"10,686",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/e/d/ed43049501ef1abf6b9a8efc019f6d11_5.jpg
Vacuum cleaner,Black And Decker High Pressure Washer 1300W,"12,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/1/51143208c55756c52c53425227557146_5.jpg
Vacuum cleaner,Drum Vacuum Cleaner Wf-970,"10,984",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/6/b/6be2d1f69e9aeae69aad7be5222a188b_5.jpg
Vacuum cleaner,Ez Jet Water Cannon Purpose Spray Gun,620,https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/8/3/830e579a1f293ce7e6a838aed85a7da7_4.jpg
Vacuum cleaner,Vacuum Cleaner Cl571 With Warranty,"17,872",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/a/e/aead6eebd6c5e778e871d3cb81812f11_2.jpg
Vacuum cleaner,X Hose Pipe 100 Ft (30M) Adapter And Nozzle,999,https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/4/540baca8f3b6fedc2d23b21f85106921.jpg
Vacuum cleaner,Vacuum Cleaner Yl620 With Warranty,"18,617",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/0/907aaa800cf170c8ac66b80fdbffbb0c_2.jpg
Vacuum cleaner,Water Purifier Filter Blue,299,https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/6/7/67e4495d7b991ad47bbb91bf83acdca5_2.jpg
Vacuum cleaner,Vacuum Cleaner Cg711 With Warranty,"21,489",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/2/d/2dad2c5ef41993e4d86b9398988e3ff6_2.jpg
Vacuum cleaner,Total 2 In 1 Electric Blower,"2,699",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/d/5d771a47be1ea8468acd38d50b852608_4.jpg
Electric heater,Electric Flame Heater 900 Watt With Remote,"3,250",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/e/c/ec2845c5eb4078bc33372f7abc712d82_1.jpg
Washing machine,JP-5200 Twin Tub Double Layered Washing Machine 10kg (Brand Warranty),"14,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/8/9868b6eac306213619a5a421b367e73f_1.jpg
Washing machine,Wave Wash Washing Machine Jp-7990 (Multicolor),"10,400",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/8/e/8e0c54d1aea8eb441099513394964eed_7.JPG
Washing machine,Jack Pot Jp-7077 Semi Automatic Twin Tub Washing Machine 12Kg,"20,975",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/1/1/11cd98b89c5122e8ae62db6e35193c05_7.jpg
Washing machine,Washing Machine Jp-7991 (Multicolor),"13,000",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/1/1/11d097878654a87640ef4befed0ff341_12.png
Washing machine,Washing Machine-Jp-7991 With Free Electric Dry Iron-Jp-717,"13,000",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/6/a/6a842a827d3947f67c25ecdd3e07ad75_18_1_1.jpg
Washing machine,Washing Machines 8KG NWM-113 SD 100% Rust Free Energy Saving - Mix color,"10,499",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/3/9/39ce32720d8d7da8c65ec660e45879a8.png
Water dispenser,Electric Water Cooler NC-45 (45 Liters) electric Fan Motor,"37,999",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/7/5/750c0a9d582a896c18bd60b89e3b7199.jpg
Water dispenser,Electric Water Cooler 25 Litre (NC-25),"29,899",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/b/1/b14076908fb7eca321d7770c82fc7d06.jpg
Water dispenser,Water Dispenser Table Top-EWD - 178T -Packaging Damaged,"5,070",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/e/6/e66ea91612ed9b869d347cb198a645ce_2.jpg
Water dispenser,Water Cooler 7.7 Litre Color Body Aluminium Inner Imported Cooler,"2,600",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/a/a/aaa9d6f18806cb2730201b0d27ab5abf_2.jpg
Water dispenser,Water Cooler 9.5 Litre- Printed Body- Steel Inner Imported Cooler,"3,400",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/d/8/d8f47f0f85eae5e920e2447c990265d7.jpeg
Water dispenser,Water Cooler 7.7 Litre Color Body Aluminium Inner Imported Cooler,"2,599",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/2/1/21342300afb023a7aed9513f4be30fc4_2.jpg
Water dispenser,Water Cooler 9.5 Litre- Printed Body- Steel Inner Imported Cooler,"3,400",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/f/9ff7f904fdb85aa7c51a316e3cac3d63_1.jpg
